booth_id,booth_name,address,city,country,latitude,longitude,severity,problem_categories
"92d92308-8eee-4c19-a723-f39b763445c7","Halifax Shopping Centre","7001 Mumford Rd.","Halifax","United States",,,"CRITICAL","MISSING_COORDINATES"
"882e3932-a5fb-47da-95e8-096c7ed7b8e8","Bridgewater Mall","441 LaHave St.","Bridgewater","United States",,,"CRITICAL","MISSING_COORDINATES"
"7a8fefce-82e4-423d-9c95-4457c6ed5e10","Will's Pub","1042 N Mills Ave","Orlando","United States",,,"CRITICAL","MISSING_COORDINATES"
"44d7c4a9-ace1-4f6e-a9af-33f1fcd8e6f7","Southland Mall","2965 Gordon Road","Regina","United States",,,"CRITICAL","MISSING_COORDINATES"
"62bb85e2-f55e-4586-aefe-e927340d6f21","Jarry Metro Station","504, rue Jarry","Montreal","United States",,,"CRITICAL","MISSING_COORDINATES"
"0ef86c1d-a807-476f-b8ef-ff6fa6763747","Complexe Desjardins","150 Sainte-Catherine Street West","Montreal","United States",,,"CRITICAL","MISSING_COORDINATES"
"75bfd046-1285-4ff3-bca5-043ac61e0605","Place Newman","2101 Avenue Dollard","LaSalle","United States",,,"CRITICAL","MISSING_COORDINATES"
"170e3fcb-dc39-4290-ad26-9d2c3bf347c3","Corner Brook Plaza","44 Maple Valley Road","Corner Brook","United States",,,"CRITICAL","MISSING_COORDINATES"
"f3c5be0a-5b84-4a82-b62e-c2bea81db6ca","Gander Mall","132 Bennett Drive","Gander","United States",,,"CRITICAL","MISSING_COORDINATES"
"86cad135-527e-4dc7-9562-c0d00c39acb0","Exploits Valley Mall","19 Cromer Ave.","Windsor","United States",,,"CRITICAL","MISSING_COORDINATES"
"90cce28d-ed99-4491-b35e-459acafc7232","Avalon Mall I","48 Kenmount Road","St. John's","United States",,,"CRITICAL","MISSING_COORDINATES"
"549f26d5-fa69-468b-b6cd-827c3acff744","Avalon Mall II","48 Kenmount Road","St. John's","United States",,,"CRITICAL","MISSING_COORDINATES"
"9f1af3e1-2776-4d3c-bbc3-ce360138e997","Highland Square Shopping Centre","689 Westville Rd.","New Glasgow","United States",,,"CRITICAL","MISSING_COORDINATES"
"4db71020-3609-4efd-a647-65e7870970fe","Warschauer Stra&szlig;e 47","Warschauer Stra&szlig;e 47","Berlin","United States",,,"CRITICAL","NAME_ONLY; MISSING_COORDINATES"
"61d60291-384d-4fc2-b74d-b855cae8b5af","Gerrard Square","1000 Gerrard Street East","Toronto","United States",,,"CRITICAL","MISSING_COORDINATES"
"ebb8ad9c-4888-4578-a1ea-b16cce1a4719","Merivale Mall","1642 Merivale Road","Ottawa","United States",,,"CRITICAL","MISSING_COORDINATES"
"e2f0c02d-1a80-4a37-b63f-424ae93d586a","Six Flags Great America","1 Great America Parkway","Gurnee","United States",,,"CRITICAL","MISSING_COORDINATES"
"998dc5c8-c796-4f8e-99b7-315f3e72b4d3","Riga Bus Station","Nēģu 7","Riga","United States",,,"CRITICAL","TOO_SHORT; MISSING_COORDINATES"
"85ea61dd-e519-435d-9939-7baf6c861d13","Fred Aldous II","37 Lever Street","Manchester","United States",,,"CRITICAL","MISSING_COORDINATES"
"4bfb086b-226d-4236-a140-4451fea4cb8d","Korova Bar","3908 St Laurent Blvd.","Montreal","United States",,,"CRITICAL","MISSING_COORDINATES"
"36a997d8-bd0b-4e4f-945d-2b37cc7f87cf","Sherbrooke Metro","3585 rue Berri","Montreal","United States",,,"CRITICAL","MISSING_COORDINATES"
"1db93c54-90ea-406c-9ed1-48eb22d275ae","Kampala","Plot 35 Kampala Road","Kampala","United States",,,"CRITICAL","MISSING_COORDINATES"
"bc5499e5-6770-4cd1-8d49-157f1a68b647","Eaton Centre II","705 Rue Sainte Catherine Ouest","Montreal","United States",,,"CRITICAL","MISSING_COORDINATES"
"5fedeeb0-3d0a-4c55-aee2-13b274a16e83","North Star Pinball","3908 Blvd. St. Laurent","Montreal","United States",,,"CRITICAL","MISSING_COORDINATES"
"a169ee53-0eca-4bc8-aee2-0e715d72fa60","Warschauer Stra&szlig;e 47 B","Warschauer Stra&szlig;e 47","Berlin","United States",,,"CRITICAL","MISSING_COORDINATES"
"1ff28188-fb07-4a7b-b706-41cdc3686edf","Petersburger Straße 81","Petersburger Straße 81","Berlin","United States",,,"CRITICAL","NAME_ONLY; MISSING_COORDINATES"
"6bd6b089-b7b9-44b3-9a60-a7eb26b2f895","Barnone II","3000 E Ray Rd.","Gilbert","United States",,,"CRITICAL","MISSING_COORDINATES"
"2b5ddcd0-195b-4213-b5fb-ca4ef38d093c","R.A.W. C","Revaler Straße 99","Berlin","United States",,,"CRITICAL","MISSING_COORDINATES"
"b97a1ddc-f994-4225-aefb-802048bf3c31","Weegee's Lounge","[NO ADDRESS]","Chicago","USA",41.9170145,-87.7190122,"CRITICAL","MISSING_ADDRESS"
"fd4846c3-2d40-4585-b49b-72f2b88b057d","Holiday Club","[NO ADDRESS]","Chicago","USA",41.954588,-87.654726,"CRITICAL","MISSING_ADDRESS"
"b15bc10b-ea22-4b1a-a3fc-1bfde623caca","Quimby's","[NO ADDRESS]","Chicago","USA",41.910718,-87.674763,"CRITICAL","MISSING_ADDRESS"
"9977c322-b01f-4d03-90ef-c09152a80fe4","Classic Photo Booth Co.","[NO ADDRESS]","Amsterdam","Netherlands",52.3845504,4.7333852,"CRITICAL","MISSING_ADDRESS"
"92d3ef53-485b-447f-8048-868776c8ab84","Skylark","[NO ADDRESS]","Chicago","USA",41.8527778,-87.6463889,"CRITICAL","MISSING_ADDRESS"
"f3dbfa3e-961b-4af3-9a00-e972cb630c41","Weegee's Lounge","[NO ADDRESS]","Chicago","USA",41.9170145,-87.7190122,"CRITICAL","MISSING_ADDRESS"
"c073c10d-4086-40e6-9214-150f8662936a","Holiday Club","[NO ADDRESS]","Chicago","USA",41.954588,-87.654726,"CRITICAL","MISSING_ADDRESS"
"1da0dfbc-ad73-4d99-a853-77c6a56c365c","Classic Photo Booth Co.","[NO ADDRESS]","Los Angeles","USA",34.0780419,-118.2666947,"CRITICAL","MISSING_ADDRESS"
"6a9c4e56-e6e1-4ba0-98c7-45a11fb44f6a","Fotoautomat Berlin","[NO ADDRESS]","Berlin","Germany",52.5074221,13.4507059,"CRITICAL","MISSING_ADDRESS"
"bfa54bd9-c8a3-4554-9836-c00234c7570a","Palais de Tokyo","[NO ADDRESS]","Paris","France",48.8645866,2.2966748,"CRITICAL","MISSING_ADDRESS"
"add44dd9-ee05-47cf-a66a-b100ae5dfe92","kasarna Karlin","[NO ADDRESS]","Prague","Czech Republic",50.0755381,14.4378005,"CRITICAL","MISSING_ADDRESS"
"7f62fad5-e920-4561-82d6-00a3e1896d58","Le Centquatre","[NO ADDRESS]","Paris","France",48.8899821,2.3714338,"CRITICAL","MISSING_ADDRESS"
"bc15d7ee-32e6-4f2b-af47-4a106f6b4fc0","Buttes Chaumont","[NO ADDRESS]","Paris","France",48.8823241,2.381923,"CRITICAL","MISSING_ADDRESS"
"945ea66b-5fee-4381-9089-be36f06197fc","@camppraha","[NO ADDRESS]","Prague","Czech Republic",50.0755381,14.4378005,"CRITICAL","MISSING_ADDRESS"
"80a2ea77-3514-4127-8189-df0f123c89b4","Photoautomat","[NO ADDRESS]","Berlin","Germany",52.5200066,13.404954,"CRITICAL","MISSING_ADDRESS"
"9b4e4afd-8168-4b61-ad3c-0750c61a104c","Roommate Collective","[NO ADDRESS]","","",30.2674465,-97.6934554,"CRITICAL","MISSING_ADDRESS"
"f9b9ae65-1bf6-4063-b80b-dd890de4a28c","The Lodge at Bryant Park","[NO ADDRESS]","","",40.7535367,-73.9829529,"CRITICAL","MISSING_ADDRESS"
"62fd91f2-5944-4ef4-9a17-4d1b62404bc1","","[NO ADDRESS]","Orange County","",33.7174708,-117.8311428,"CRITICAL","MISSING_ADDRESS"
"29c67236-1126-47eb-bfa2-057df9f98bf2","The Photo Booth Museum","[NO ADDRESS]","San Francisco","United States",37.76456,-122.4320153,"CRITICAL","MISSING_ADDRESS"
"e7d1532e-14c0-4395-9496-503c94912b79","The Photo Booth Museum","[NO ADDRESS]","Los Angeles","United States",34.0916745,-118.2793143,"CRITICAL","MISSING_ADDRESS"
"cc5b328b-51c2-4cf7-b130-93d21d3c3bbc","The Photo Booth Museum","[NO ADDRESS]","San Francisco","United States",37.76456,-122.4320153,"CRITICAL","MISSING_ADDRESS"
"e44c7299-eca6-41cc-9126-50e29460c283","The Photo Booth Museum","[NO ADDRESS]","Los Angeles","United States",34.0916745,-118.2793143,"CRITICAL","MISSING_ADDRESS"
"8bdcb12f-7d00-4626-93d4-e3bedee09fe1","Bar DeVille","[NO ADDRESS]","Chicago","USA",41.88325,-87.6323879,"CRITICAL","MISSING_ADDRESS"
"0145d015-8026-436c-9b25-ae9f5486f6c9","The Charleston","[NO ADDRESS]","Chicago","USA",41.9198996,-87.6803052,"CRITICAL","MISSING_ADDRESS"
"bacacddc-2779-468f-92d7-2e5fd89db14c","Empty Bottle","[NO ADDRESS]","Chicago","USA",41.9004139,-87.6867377,"CRITICAL","MISSING_ADDRESS"
"378792e8-d66e-4213-8fcf-6f0dab1c4c6b","The Flat Iron","[NO ADDRESS]","Chicago","USA",41.9100396,-87.6766859,"CRITICAL","MISSING_ADDRESS"
"5ef56161-d77c-43fb-9bcc-c11322de3a6e","Holiday Club","[NO ADDRESS]","Chicago","USA",41.954588,-87.654726,"CRITICAL","MISSING_ADDRESS"
"6abc2a13-3ae5-4f59-9e9c-08beb5d90b1a","Lincoln Tap Room","[NO ADDRESS]","Chicago","USA",41.9363965,-87.664398,"CRITICAL","MISSING_ADDRESS"
"27b109f3-262b-4dd2-9d2c-1876dc932cfd","Alex's Bar","[NO ADDRESS]","Long Beach","USA",33.7827792,-118.1573886,"CRITICAL","MISSING_ADDRESS"
"c87765bb-5267-416f-9f78-80691f2e372f","The Short Stop","[NO ADDRESS]","Echo Park","USA",34.0753365,-118.2535448,"CRITICAL","MISSING_ADDRESS"
"cd9d2f3e-8020-4d0b-8e71-48db93ad39da","The Blind Donkey","[NO ADDRESS]","Long Beach","USA",33.7690476,-118.1865789,"CRITICAL","MISSING_ADDRESS"
"dcf9f5d9-3882-4292-b9b0-204b0d10932a","4100 Bar","[NO ADDRESS]","Silver Lake","USA",34.0930087,-118.2815088,"CRITICAL","MISSING_ADDRESS"
"1639bc53-3ab0-4e6c-a0f8-e66613535a30","Weegee's Lounge","[NO ADDRESS]","Logan Square","USA",41.9170145,-87.7190122,"CRITICAL","MISSING_ADDRESS"
"1315a260-1046-4558-9aea-2acee3d48e12","Village Tap","[NO ADDRESS]","Roscoe Village","USA",41.943072,-87.6805961,"CRITICAL","MISSING_ADDRESS"
"c0d8acc5-5c62-48cd-bd41-76b1d700639b","Holiday Club","[NO ADDRESS]","Uptown","USA",41.954588,-87.654726,"CRITICAL","MISSING_ADDRESS"
"23462c10-428e-45fa-8f95-056a4498ae38","Fotoautomat","[NO ADDRESS]","Florence","Italy",43.7699685,11.2576706,"CRITICAL","MISSING_ADDRESS"
"32b20968-066b-4215-87de-f1129d0de441","Roommate Collective","[NO ADDRESS]","","",30.2674465,-97.6934554,"CRITICAL","MISSING_ADDRESS"
"38bd10dd-3cf8-470d-8368-46844f15e46d","The Lodge at Bryant Park","[NO ADDRESS]","","",40.7535367,-73.9829529,"CRITICAL","MISSING_ADDRESS"
"0a1e87fb-68fc-4e10-8715-8c74311274bb","Empty Bottle","[NO ADDRESS]","Chicago","USA",41.9004139,-87.6867377,"CRITICAL","MISSING_ADDRESS"
"dc465bdd-5c67-43fa-a885-a477583b576f","The Flat Iron","[NO ADDRESS]","Chicago","USA",41.9100396,-87.6766859,"CRITICAL","MISSING_ADDRESS"
"d675e00b-c899-4325-a7c7-540846fb4ad2","Holiday Club","[NO ADDRESS]","Chicago","USA",41.954588,-87.654726,"CRITICAL","MISSING_ADDRESS"
"f66a812a-b229-4f43-af88-f29c7d9eca63","Liar's Club","[NO ADDRESS]","Chicago","USA",41.9249754,-87.6706292,"CRITICAL","MISSING_ADDRESS"
"959ad5d6-66eb-4707-9265-46c692306b18","Lincoln Tap Room","[NO ADDRESS]","Chicago","USA",41.9363965,-87.664398,"CRITICAL","MISSING_ADDRESS"
"8821bd20-c1e2-4730-b922-a616fcac2df9","Alex's Bar","[NO ADDRESS]","Long Beach","USA",33.7827792,-118.1573886,"CRITICAL","MISSING_ADDRESS"
"6c301465-10e2-4786-8a0a-832c4c64a2e2","Vidiots","[NO ADDRESS]","Eagle Rock","USA",34.1349023,-118.2151265,"CRITICAL","MISSING_ADDRESS"
"57efe9b8-bd30-401a-89d5-580bd8639de7","Cha Cha Lounge","[NO ADDRESS]","Silver Lake","USA",34.0993602,-118.2595171,"CRITICAL","MISSING_ADDRESS"
"3ce6e08e-0921-4397-a954-557851f92737","The Short Stop","[NO ADDRESS]","Echo Park","USA",34.0753365,-118.2535448,"CRITICAL","MISSING_ADDRESS"
"828db2f0-50a7-4ff2-9104-5d5ddf5f5d7f","Backstage","[NO ADDRESS]","Culver City","USA",34.0162722,-118.4001389,"CRITICAL","MISSING_ADDRESS"
"4155da85-6f96-42f2-9121-0b6b2008fed7","4100 Bar","[NO ADDRESS]","Silver Lake","USA",34.0930087,-118.2815088,"CRITICAL","MISSING_ADDRESS"
"16c9ecfe-a7ad-4642-8315-8f46ced393a0","Sid Gold's Request Room","[NO ADDRESS]","","",36.2082916,-86.7353862,"CRITICAL","MISSING_ADDRESS"
"75e2fc85-1713-4f91-baa7-be88457d0266","Union Pool","[NO ADDRESS]","Brooklyn","USA",40.7149712,-73.9514538,"CRITICAL","MISSING_ADDRESS"
"176c8912-10ba-452c-8f0b-14d844222469","Far i hatten","[NO ADDRESS]","Malmö","Sweden",55.5927843,13.0142194,"CRITICAL","MISSING_ADDRESS"
"78819984-5a8d-45c5-ba3b-914381d4ca7b","Mutiny Information Cafe","[NO ADDRESS]","Denver","USA",39.6534477,-104.987856,"CRITICAL","MISSING_ADDRESS"
"d7f36a16-1c2b-4473-bef8-582c4a27194d","Hildebrandt CAFÉ","Hildebrandt CAFÉ","Vienna","Austria",,,"CRITICAL","NO_STREET_NUMBER; NAME_ONLY; MISSING_COORDINATES"
"2b888d3c-5b8a-453b-8db1-7b01de7a0714","Bar DeVille","[NO ADDRESS]","Chicago","USA",,,"CRITICAL","MISSING_ADDRESS; MISSING_COORDINATES"
"0489c126-5a4d-422e-a596-2336516feee5","Fat Cat","[NO ADDRESS]","Chicago","USA",41.970098,-87.6599373,"CRITICAL","MISSING_ADDRESS"
"eb1939c9-2333-450d-b663-2b3c19fb11a4","The Flat Iron","[NO ADDRESS]","Chicago","USA",41.9100396,-87.6766859,"CRITICAL","MISSING_ADDRESS"
"7649a1f3-980d-4bdb-8763-8682e90e52ec","Four Farthings","[NO ADDRESS]","Chicago","USA",41.9199742,-87.6415694,"CRITICAL","MISSING_ADDRESS"
"3046f1f9-9eb6-44a2-b85d-43cf4a63a120","Fotografiska","[NO ADDRESS]","Stockholm","Sweden",59.3179619,18.0848268,"CRITICAL","MISSING_ADDRESS"
"288e77d2-82ab-4140-8f15-7c55ce758d74","Stadsgårdsterminalen","[NO ADDRESS]","Stockholm","Sweden",59.319416,18.0775996,"CRITICAL","MISSING_ADDRESS"
"e006db85-9ed4-4792-9ce5-0d1a8662fd51","Nordiska Museet","[NO ADDRESS]","Stockholm","Sweden",59.329008,18.094268,"CRITICAL","MISSING_ADDRESS"
"8f9dfd3f-ce72-4d32-b036-8d4124193dbe","Kulturhuset Stadsteatern","[NO ADDRESS]","Stockholm","Sweden",59.332272,18.0658682,"CRITICAL","MISSING_ADDRESS"
"6df7b3c4-a15f-458e-aae3-d8f7576cfef4","Linnelabbet","[NO ADDRESS]","Göteborg","Sweden",57.6971538,11.9499649,"CRITICAL","MISSING_ADDRESS"
"062517aa-6c13-4b78-a89d-c660d8cce955","Bar Europa","[NO ADDRESS]","Stockholm","Sweden",59.318388,18.0557436,"CRITICAL","MISSING_ADDRESS"
"2664c2d1-3089-4769-9e30-5a9d232aff82","Café Klotet","[NO ADDRESS]","Stockholm","Sweden",59.3194585,18.0734116,"CRITICAL","MISSING_ADDRESS"
"f059cd9f-01d2-422a-b492-309e5142958a","Hobo Hotel","[NO ADDRESS]","Stockholm","Sweden",59.3308302,18.0668655,"CRITICAL","MISSING_ADDRESS"
"e6fd4c43-3683-49e3-abdd-e32c6dbf09d2","Generator","[NO ADDRESS]","Stockholm","Sweden",59.3358554,18.0507304,"CRITICAL","MISSING_ADDRESS"
"48145339-f067-44a1-8af2-5b5d29615479","Fotografiska","[NO ADDRESS]","Stockholm","Sweden",59.3179619,18.0848268,"CRITICAL","MISSING_ADDRESS"
"d427fc2e-3cfa-4be5-ad03-a4dc12147fbb","Nordiska Museet","[NO ADDRESS]","Stockholm","Sweden",59.329008,18.094268,"CRITICAL","MISSING_ADDRESS"
